app_package,app_name,developer_name,app_category,description,content_rating,num_reviews,price,avg_rating,rank,interactions
com.nest.android,Nest,Nest Labs Inc.,Lifestyle,"At Google Nest, we make products that are beautiful, helpful and easy to use. The Nest app is no exception.

Control your Nest thermostat, arm and disarm your Nest Secure alarm system, see your home with Nest Cam, and get an alert if Nest Protect goes off – all in one place. And receive notifications on your Android phone or tablet.

Nest uses sensors, algorithms, and the location of your phone to do the right thing automatically, turning off the heat and turning on the camera when you leave. Forget to set the alarm? It will notice, and send you a Remind Me alert.

Nest Learning Thermostat and Nest Thermostat E

Thermostats that program themselves to help you save energy.

- Change the temperature from the subway or the sofa using your phone.
- See how much energy you used, and why.
- View and edit your schedule.
- Get extreme temperature alerts before your home gets too cold.

Nest Secure alarm system

- Arm and disarm your home remotely from the app.
- Receive a Remind Me alert if you leave home and forget to set the alarm.
- Receive a security alert on your phone telling you what triggered the alarm – a door or window opening, or someone entering a room.

Nest Protect

The smoke and carbon monoxide alarm that thinks, speaks, and alerts your phone.

- Get an alert if Nest Protect senses smoke or carbon monoxide. (Requires Wi-Fi and a working internet connection.)
- Silence an alarm from your phone with App Silence. (Nest Protect 2nd gen only.)
- See the status of your batteries, sensors, and Wi-Fi connection.
- Run a Safety Checkup to test all your alarms at once. (Nest Protect 2nd gen only.)
- See your Safety History so you know when alerts happened and why.

Nest Cam IQ Indoor and Outdoor, Nest Cam Indoor, Nest Cam Outdoor, and Dropcam

The security cameras that let you see your home on your phone, inside and out.

- Get alerts when there’s activity, and talk back to get someone’s attention.
- See what you missed with snapshots of the last three hours.
- Check in 24/7 with crisp 1080p HD video (Nest Cam and Dropcam Pro only).
- Get person alerts (or familiar face alerts with Nest Cam IQ) and up to 30 days of video history when you subscribe to Nest Aware. (Subscription service sold separately.)

Nest Hello

Know who’s knocking.

- 24/7 video streaming means you’ll never miss a moment.
- Designed to show you everything at your doorstep – people head to toe, or packages on the ground.
- Knows the difference between a person and a thing.
- Notifies you about visitors, even if they don’t ring the bell.
- HD Talk and Listen lets you have a seamless conversation with someone at your door.
- When you can’t answer the door, quick responses let you reply to visitors with prerecorded audio messages.

Nest x Yale Lock

The lock for a more secure connected home.

- Instead of sharing keys, assign passcodes to people you trust in the Nest app.
- Get an alert when someone locks or unlocks the door.
- With Home/Away Assist and Auto-Lock, your door can lock itself when you leave.

Some features require a working internet connection, Wi-Fi, and/or Bluetooth.",Everyone,"299,998",Install,4.2,1,7399
com.google.android.apps.chromecast.app,Google Home,Google LLC,Lifestyle,"Set up, manage, and control your Google Nest, Google Wifi, Google Home, and Chromecast devices, plus thousands of compatible connected home products like lights, cameras, thermostats, and more – all from the Google Home app.

One view of your home.
The Home tab gives you shortcuts for the things you do most, like playing music or dimming the lights when you want to start a movie. Control it all with just a tap or two – and get to the good stuff faster. The Feed tab highlights important events in your home in one place. Here, you’ll also find ways to get more out of your devices and improve your home setup.

Create Routines that allow you to turn on compatible lights, check the weather, play the news, and more with one simple command.

See all the active audio and video streams on your compatible home devices in one place, change the volume, skip to the next track, or quickly change which speakers they’re playing from.

Understand what’s going on at home with a glance.
The Google Home app is designed to show you the status of your home and keep you up to date with what you may have missed. Check in on your home anytime and see a recap of recent events. You can also get a notification if something important happens while you’re away.

Set up your Nest Wifi and Google Wifi in minutes using the Google Home app. Run speed tests, set up a guest network, and easily share your Wi-Fi password with family and friends. Use parental controls like Wi-Fi pause to manage online time for the kids. Automatically prioritize video conferencing and gaming traffic on all devices, or decide which devices to prioritize for all traffic types. Get more insights on your network, whether it’s a notification when a new device joins your network or detailed insights for troubleshooting a poor internet connection.

A helpful home is a private home.
Protecting your privacy starts with one of the world’s most advanced security infrastructures, which we build directly into Google products so that they’re secure by default. The built-in security in your Google Account automatically detects and blocks threats before they reach you, so that your personal information is secure.

We build privacy tools that keep you in control.
Control your Google Assistant activity, privacy settings, information, and personal preferences. See your activity, delete it manually, or choose to delete it automatically. Control your privacy on Google Assistant with your voice. Ask questions like “Where can I change my privacy settings?” to get answers to the most common privacy and security questions.

Visit the Google Nest Safety Center at safety.google/nest to learn more about how we protect your information and respect your privacy.

* Some products and features may not be available in all regions. Compatible devices required.",Everyone,"1,246,500",Install,3.9,2,7005
com.tinder,Tinder - Dating & Make Friends,Tinder,Lifestyle,"🔥You can be here for a good time, and a long time, too.🔥

With 30 billion matches to date, Tinder® is the🔝 top dating app🔝, making it the place to be to meet new people. Whether you’re looking for love, need a date today, or just want to chat: We’ve got something for local singles everywhere and features that give you the best dating experience possible. Like what? Glad you asked😉

Whether you’re gay or bisexual, be proud of who you are with our Orientation feature🏳️‍🌈🏳️‍⚧️
Find out what you’ve got in common with your potential match with Interests🤝
Bring a plus one on all your dates for extra safety with Noonlight🛡️

Take us with you on your travels and get to know the locals — wherever you go, we’ll be there. Some people call us their “most dependable matchmaker”, some people call us 🔥the world’s most popular free dating app🔥, but you can just call us when you want to meet up with people in your area.

🥂While you’re here — make a toast to the Gold life and enjoy all of Tinder’s premium features with our top-tier subscription🥂

Likes You allows you to see all your fans, saving you precious time🕰️
Unlimited Likes for you to catch feelings for as many people as you want💚
Rewind for you to undo your last Like or Nope⏪
Use Passporttm to go anywhere in the world to find people online outside your zip code✈️
Boost your profile to the top for thirty minutes to get more attention⚡
5 Super Likes per day because sometimes you really, really Like someone💝

There’s a plus side for those not ready to commit to a relationship with 💛Gold 💛. With Tinder Plus®, you’ll unlock features including Unlimited Likes, Passport, Rewind, Boost, and 5 Super Likes per day.

Match. Chat. Date. That’s our mantra. It’s easy and fun to find people on Tinder. Make your profile stand out with your best pics and a little something about you to increase your match making potential. Use the 👉Swipe Right™👉 feature to Like someone, use the 👈Swipe Left™👈 feature to pass. If someone Likes you back, It’s a Match! And, there’s no pressure: We created the double opt-in which means two people have to show a mutual interest in order for there to be a match. How many dating apps can say that?🤔

Tinder is the biggest and flyest party in the world for singles — it’s about time you showed up.🍾

-----------------------------------

If you choose to purchase Tinder Plus or Tinder Gold, payment will be charged to your Google Play account, and your account will be charged for renewal within 24-hours prior to the end of the current period. Auto-renewal may be turned off at any time by going to your settings in the Play Store after purchase. Current Tinder Plus subscription price starts at $9.99 USD/month, and one-month, 6-month and 12-month packages are available. Current Tinder Gold subscription price starts at $14.99 USD/month, and one-month, 6-month and 12-month packages are available. Prices are in U.S. dollars, may vary in countries other than the U.S. and are subject to change without notice. No cancellation of the current subscription is allowed during the active subscription period. If you don’t choose to purchase Tinder Plus or Tinder Gold, you can simply continue using Tinder for free.

All photos are of models and used for illustrative purposes only.

Privacy: https://www.gotinder.com/privacy
Terms: https://www.gotinder.com/terms",Mature 17+,"4,556,816",Install,3.0,3,6585
com.life360.android.safetymapd,Life360: Find Family & Friends,Life360,Lifestyle,"We simplify safety so families can live fully. Every day more than 33 million members across 195 countries trust us to protect and connect their loved ones at home, on the road, and on the go.

From real-time location updates to keep everyone coordinated, to Crash Detection and 24/7 Roadside Assistance, Life360 is designed to free families from everyday worries. Our range of Driving Safety, Digital Safety, Location Safety, and Personal Safety features are there to keep our members safe every step of the way.

Explore Life360 for free
Download Life360 today and protect each family member with advanced driving, digital, and location safety features. Stay on top of everyone’s comings and goings with advanced Location Sharing, two days of Location History, and two Place Alerts. Plus, you’ll get free Crash Detection for the car, and Data Breach Alerts to keep your family’s information safe online.

When you choose a LIfe360 membership plan, your family has access to premium features including 24/7 Roadside Assistance, SOS alerts for anytime you find yourself in an uneasy situation, Travel Support, ID Theft Protection, and so much more.

Explore our different plans to find the one that fits your family’s size and life stage and try it for free for 7 days free. Whichever plan you choose, rest easy knowing that your features will cover each family member.


Life360 Platinum
• 24/7 Roadside Assistance
• ID Theft Protection
• Disaster Response
• Medical Assistance
• All of Gold, and more…

Life360 Gold
• 30 days of Location History
• Unlimited Place Alerts
• Individual Driver Reports
• Crash Detection + Dispatch
• All of Silver, and more…

Life360 Silver

• 5 Place Alerts to stay in step
• 7 days of Location History
• $100 in Stolen Phone Coverage
• Family Driving Summary

https://www.life360.com/privacy_policy
https://www.life360.com/terms_of_use

Disclaimer: Continued usage of location services while the app is in the background can excessively drain battery. With that in mind, our algorithms always keep battery usage to a minimum, even while you drive!",Everyone,"1,470,497",Install,4.5,4,6396
com.arlo.app,Arlo,"Arlo Technologies, Inc",Lifestyle,"Arlo is the worldwide leader in Smart Home Security, and the creator of the world’s first ever 100% wire-free, weatherproof 4K UHD security camera.

Arlo security devices make it simple to protect and connect what matters most. Stream live video, play recorded clips, easily arm and disarm your system, and stay aware of what’s happening. And, with Arlo Smart and Rich Notifications, take immediate action on alerts without unlocking your phone.

Arlo even works with Amazon Alexa, Google Assistant, SmartThings and IFTTT so you can build a safer and smarter home.",Everyone,"109,407",Install,3.5,5,6153
com.samsung.android.oneconnect,SmartThings,"Samsung Electronics Co., Ltd.",Lifestyle,"With SmartThings, you can connect and control multiple devices quicker and easier. No matter where you are, you can monitor and control smart devices, home appliances (refrigerator, wine cellar, washer, dryer, oven range, dishwasher, cooktop, robot vacuum, air conditioner, air purifier and etc.)
, TVs, and speakers registered on the server.

[Key features]
- Remotely control and check the status of devices registered through a Wi-Fi AP.
- Group multiple devices into a Mode and control them simultaneously.
- Configure your device settings, including the time and operating conditions, and operate them automatically.
- Invite others to a location where devices are registered to enable shared control.
- The notification feature allows you to receive status information about your device.

※ SmartThings is optimized for Samsung smartphones and watches. Some features may be limited when used with other vendors' smartphones and watches.
※ Some features may not be available in all countries.
※ You can also install SmartThings on Wear OS-based watches.
※ SmartThings for Wear OS is only available when the watch is connected to a mobile phone.
※ Wear OS supported devices: Galaxy Watch4, Galaxy Watch4 Classic

[App requirements]
Some mobile devices may not be supported.
- RAM size : 2GB over
- Galaxy : Smart View to support screen mirroring

※ App permissions
The following permissions are required for the app. You can use the app without optional permissions, but some functions may be limited.

[Optional access permissions]
• Location: Used to find nearby devices using Bluetooth or BLE and to automate actions using GPS (GPS is optional)
• Camera: Used to scan QR codes
• Contacts: Used to get phone numbers of your contacts to send text message notifications
• Microphone: Used to provide voice control features
• Storage: Used to save data and to transfer files and content using the app
• Phone: Used to make calls on smart speakers and to show information about the sender when sharing content with another device",Everyone,"879,708",Install,4.4,6,5722
com.nextdoor,Nextdoor: Your Neighborhood,Nextdoor.com,Lifestyle,"Nextdoor is in neighborhoods nationwide.

Tap into your neighborhood with Nextdoor. Find recommendations for businesses near you, search Nextdoor Finds to buy and sell great stuff, join groups to connect with neighbors. The possibilities nearby are endless.

Use Nextdoor to stay informed about what’s going on in your community. Find home services, learn about local business openings or get to know the people you see every day.

Welcome the new kids on the block, keep up with local news, plan a nearby event or share recommendations.

From community activities to block parties, neighbors can connect in many ways. Nextdoor makes it easy to meet neighbors who have similar interests.

WHAT MAKES NEXTDOOR THE APP FOR NEIGHBORHOODS

Stay Connected

• Keep up-to-date on all the neighborhood happenings

• Get offers & free stuff when a neighbor sells that chair she no longer needs

• Meet your neighbors and finally call that nice man down the street by name


See What's Happening Nearby

• Find local events like cookouts, arts festivals and community activities

• Discover garage sales and clothing swaps

• Learn about restaurants and shops near you


Find Home Services & Deals

• Hire a local babysitter or recommend a nanny

• Locate a pet sitter or dog walker for your furry friend

• Find discounts offered by nearby businesses


HEAR WHAT NEIGHBORS HAVE TO SAY ABOUT NEXTDOOR


“Before Nextdoor, I didn’t know there were several qualified babysitters living nearby and looking for work. It was easy to feel comfortable hiring my neighbor’s daughter to watch my son after school.” - Patrick, Mission East


“This year for Spring Cleaning, we wanted to sell old appliances, tools, clothing and electronics on Nextdoor Finds. In no time, our neighbors stopped by to make a deal and take things off our hands. It was easier than anything else, and it feels good knowing our old stuff has found a new home in the neighborhood.” - Dan, Hayes Valley


OUR PURPOSE

At Nextdoor, we believe that by bringing neighbors together, we can cultivate a kinder world where everyone has a neighborhood they can rely on.


YOUR PRIVACY

Nextdoor is a trusted environment where all neighbors are verified, making it safe to share online the kinds of things you'd be okay sharing with your neighbors in person.


Here's how:

• Every neighbor verifies their address

• All members go by their real names, just like in person


Connect with us:

https://www.facebook.com/nextdoor
https://twitter.com/nextdoor
https://instagram.com/nextdoor

Continued use of Location Services running in the background can dramatically decrease battery life. Nextdoor doesn't run Location Services in the background unless you give us permission by turning on optional features that require it.


Terms: nextdoor.com/member_agreement

Privacy: nextdoor.com/privacy_policy

California """"Do Not Sell My Information"""" Notice: www.nextdoor.com/do_not_sell",Teen,"179,121",Install,4.0,7,5275
com.fullsenders.sendit,sendit,"fullsenders, inc.",Lifestyle,"1) choose a game
2) friends answer right on your story
3) get responses on sendit",Teen,"199,597",Install,4.6,8,5223
com.thetileapp.tile,Tile,Tile Inc.,Lifestyle,"Tile helps you keep track of your things.
Find misplaced things nearby and far away. Add a Premium plan for the most robust finding experience for all your Tiles

FIND KEYS, WALLETS, BAGS & MORE - Our Bluetooth trackers are small and easily attach directly to your things.

FIND NEARBY-- Use the Tile app to ring your Tile when it’s within Bluetooth range or ask your Smart Home device to find it for you.

FIND FAR AWAY -- When outside of Bluetooth range, use the Tile app to view your Tile’s most recent location on a map.

FIND YOUR PHONE - Double press the button on your Tile to make your phone ring, even when it’s on silent.

NOTIFY WHEN FOUND -- Enlist the help of the Tile Network to help find your things. If your Tile is lost, add your contact information so you can be reached when someone scans the QR code on your lost Tile. QR Codes are available on 2022 Pro, Mate and Slim Tiles.

SMART HOME COMPATIBLE - Tile works with Amazon Alexa and Google Assistant, so finding is easier than ever. Sync your Tile account in the Alexa App or Google Home app to activate this feature.

Get the most from Tile with a Premium Plan
Subscribe to a Plan for the most robust finding experience for all of your Tiles. You’ll receive a Smart Alert notification when you leave something behind. For U.S. subscribers, if you do actually lose something, and Tile can’t find it, we reimburse you up to your item reimbursement limit.

All new users are eligible for a 30 day free trial of a Premium or Premium Protect Plan. Afterwards, Premium is available for a monthly or annual subscription and Premium Protect is available for an annual subscription.

● Item Reimbursement is provided under Premium and Premium Protect subscription with no additional fees through XCover.com and is currently available to U.S, subscribers only.
● For exclusions, conditions and limitations for Item Reimbursement, including current Item Reimbursement limits, go to https://tileteam.zendesk.com/hc/en-us/articles/360050114674
● After your one-month free trial (new customers only), payment will be charged to your Google Play account. Your free trial will end, and your Google Play account will be charged, 30 days after you sign up for Tile Premium or Premium Protect.
● Requires installation of the Tile application, ownership of a Tile-enabled device, Tile account registration, acceptance of Tile’s Terms of Service and acknowledgment of Tile’s Privacy Policy.
● For Japan: No refunds or exchanges for convenience are permitted.
● For Korea and Quebec: Residents of Korea and Quebec’ first subscription fee will be charged in 30 days instead of a free trial.

Additional conditions, terms and limitations included in the Tile Terms of Service and Privacy Policy.
● Terms of service: https://www.thetileapp.com/en-us/terms-of-service
● Privacy policy: https://www.thetileapp.com/en-us/privacy-policy


Android Notes:
● The app utilizes Bluetooth Low Energy (BLE) to communicate with your Tiles.
● The app utilizes Location Services to record the most recent location of your Tiles, based on your phone’s geolocation data.
● Continued use of GPS or Bluetooth running in the background can dramatically decrease battery life.
● Requires purchase of Tile-enabled device, Tile account registration, acceptance of Tile’s Terms of Service and acknowledgment of Tile’s Privacy Policy.
● By installing this app, you consent to its installation and the installation of updates or upgrades released through the platform. You can turn off automatic updates through your device settings, but if you do not update your app, you may experience reduced functionality. Some updates may change the way we record data or change data stored on your device. Any changes will be consistent with Tile’s Privacy Policy. You can withdraw your consent at any time by removing or disabling your app.",Everyone,"113,838",Install,4.8,9,5219
com.cricut.designspace,Cricut Design Space,Cricut,Lifestyle,"Design Space® is a companion app that works with Cricut Maker™ and Cricut Explore® family smart cutting machines. Browse thousands of images, ready-to-make projects, and fonts in the Cricut Library. Or design your own project from scratch.

Features:
• Choose from over 60,000 images, fonts, and ready-to-make projects—or use your own images and fonts for FREE
• Upload and edit most image types (.jpg, .gif., .png, .bmp, .svg, and .dxf)
• Sign in with your Cricut ID to access your images and projects and for easy checkout when making purchases on cricut.com or in Design Space
• Bluetooth® wireless capability (wireless Bluetooth adapter may be required, sold separately)
• App syncs across all your devices, so you can design whenever inspired

Note: To cut Knife Blade projects, you must use Design Space software on a desktop or laptop.",Everyone,"57,232",Install,4.3,10,5107
com.gaana,Gaana Hindi Song Music App,Gamma Gaana Ltd,Music & Audio,"Gaana is the one-stop music streaming, made in India app for all your music needs. Gaana offers you free, unlimited online access to all your favourite Hindi Songs, Bollywood Music, Regional Music, Bhajans & Mantra, Hanuman Chalisa, Aigiri Nandini, Podcast, lyrics & Video songs.

Enjoy the best music of Arijit Singh, AR Rahman, Badshah, Lata Mangeshkar, Neha Kakkar, Kishore Kumar, Kumar Sanu, Shreya Ghoshal, Alka Yagnik, Jubin Nautiyal, Sidhu Moose Wala, Anirudh Ravichander, S.P. Balasubrahmanayam, Ilaiyaraaja, K.J. Yesudas, Sid Sriram, K.S. Chithra, P. Susheela, and many others on India's Music app.

Gaana music app offers a variety of top Indian songs like Kheench Te Nach, Pyaar Karte Ho Na, Boom Boom, Satyameva Jayate 2, and a lot more; devotional songs like Aigiri Nandini, Hanuman Chalisa, Durga Chalisa, Jai Ambe Gauri and Hindi movies songs such as Chandigarh Kare Aashiqui, Satyameva Jayate 2, Sooryavanshi, & many more. Listen to Telugu Patalu such as Pushpa - The Rise (Telugu), Edo Edo, Ee Raathale, Rrr, & many more; Tamil Padalgal like Annaatthe, Jai Bhim, Enemy - Tamil, Uchanthala Regaiyile, Sivakumarin Sabadham, etc. Enjoy songs of top Indian actors like Govinda, Shah Rukh Khan, Amitabh Bachchan, Kareena Kapoor, Salman Khan, Rajinikanth, Dhanush, Allu Arjun, Mahesh Babu, & many others. Start your day by listening to popular Podcasts of Zakir Khan, Sunny Leone, BK Shivani, Gaur Gopal Das, RJ Naved, Sadhguru, etc.

Explore new & old songs depending on your mood through the discover section & listen to curated playlists; Gaana Video Songs, Bollywood film songs, Remix, Dance, Romantic Love Songs, 80s & 90s songs, Sad Songs, Bhangra, Indian Devotional/Bhakti geet, Lord Shiva, Venkateswara Songs, Arti, Rock Music, DJ Songs, Kids Music and Rhymes, Bhajans, Ghazals.

Enjoy millions of Hindi songs, Punjabi Gane, Tamil Padalgal, Telugu Patalu, Marathi Gaani, Kannada Hadugalu, Malayalam Ganannal, Bangla Gaan, Gujarati geeto & more Regional Songs from a wide collection of New Songs to Old Evergreen Classics, for Free. Download songs of your favourite Indian artists, popular albums/movies. Browse our top charts such as Bollywood Top 50, India's Top 50, Punjabi Top 50, Music Video, Podcast & Shows

Gaana Music app offers
- Over 45 million MP3 songs
- High-quality HD music streaming
- Thousands of playlists created by Experts
- India's Podcast & Shows- Comedy, News, Meditation, Workout, kids storytelling
- Music updated daily for Hindi, Punjabi, Tamil, Telugu, Bangla, Marathi & other regional languages
- Lyrics of your favourite songs
- Experience app in 16 languages

Gaana Plus offers:
- Download unlimited mp3 songs for offline listening
- Ad-free Music experience
- Music in high definition audio quality
- Sync downloads on 5 devices

We are also searched by gaana.com, ganna.com, gana.com, gana, ghana, gaana music

Subscribe to Gaana Plus for INR 99 per month (within India) or $3.99 per month (outside India).Your Gaana Plus subscription will automatically renew each month through your Google Play account. You can cancel auto-renewal at any time from the subscription list in your Google Play account. Cancellation of the current subscription is not allowed during the active subscription period
We need permission to read SMS to offer seamless phone number login by reading OTP sent via SMS

Please go to http://gaana.com/privacy_policy.html
http://gaana.com/terms_and_conditions.html for more info

Still reading? You’re a true music lover!

Like us on Facebook: facebook.com/gaana.com
Follow us on Twitter: twitter.com/gaana
Follow us on Instagram: https://www.instagram.com/gaana
Subscribe to our YouTube channel: https://www.youtube.com/channel/UCFu4MmcRqMsXrkWiD32h9HA
Send Feedback: feedback@gaana.com

All content is legitimate and duty licensed.
*Publisher- Times Internet (Times of India Group)
*English songs are currently available in India only
*Offline content is only playable from Gaana app, till you are an active Gaana+ subscriber",Teen,"4,623,779",Install,4.5,1,7992
com.spotify.music,Spotify: Music and Podcasts,Spotify AB,Music & Audio,"With Spotify, you can listen to music and play millions of songs and podcasts for free. Stream music and podcasts you love and find music - or your next favorite song - from all over the world.

• Discover new music, albums, playlists and podcasts
• Search for your favorite song, artist, or podcast
• Enjoy music playlists and an unique daily mix made just for you
• Make and share your own playlists
• Explore the top songs from different genres, places, and decades
• Find music playlists for any mood and activity
• Listen to music and more on your mobile, tablet, desktop, PlayStation, Chromecast, TV, Wear OS watch and speakers

Play podcasts and music for free on your mobile and tablet with Spotify. Download albums, playlists, or just that one song and listen to music offline, wherever you are.

With Spotify, you have access to a world of free music, curated playlists, artists, and podcasts you love. Discover new music, podcasts, top songs or listen to your favorite artists, albums. Create your own music playlists with the latest songs to suit your mood.

Spotify makes streaming music easy with curated playlists and thousands of podcasts you can’t find anywhere else. Find music from new artists, stream your favorite album or playlist and listen to music you love for free.

• Free music and podcasts made easy – Listen to a playlist, album, or the top songs from any genre on shuffle mode.

Listen to music and podcasts on your tablet for free
• Play any song, artist, podcast, album, or playlist and enjoy a personalised music experience with a daily mix to match your taste.

Spotify Premium features
• Listen to an album, playlist, or podcast without ad breaks. With Spotify you can play music by any artist, at any time on any device--mobile, tablet, or your computer.
• Download to listen to music offline, wherever you are.
• Jump back in and listen to your top songs.
• Enjoy amazing sound quality on personalized music and podcasts.
• Discover new music, a daily mix or curated playlists that suit your mood. With Spotify you’ll get a personalized music experience like no other.
• No commitment - cancel any time you like.

Want to discover new music?
Find music that you’ll love today! Explore our curated music playlists, top songs and albums, or get personalized music recommendations with your daily mix.

Love Spotify?
Like us on Facebook: http://www.facebook.com/spotify
Follow us on Twitter: http://twitter.com/spotify

Please note: This app features Nielsen’s audience measurement software which will allow you to contribute to market research, such as Nielsen’s Audio Measurement. If you don't want to participate, you can opt-out within the app settings. To learn more about our digital audience measurement products and your choices in regard to them, please visit http://www.nielsen.com/digitalprivacy for more information.",Teen,"25,276,842",Install,4.4,2,7307
com.starmakerinteractive.starmaker,StarMaker: Sing Karaoke Songs,StarMaker Interactive,Music & Audio,"Do you believe there is a hidden singer in all of us?
Bring out the singer in you with StarMaker——The popular Karaoke App featured by Google Play and Apple Store🏆

StarMaker is a popular singing app and music community with 50M＋users globally, sing karaoke songs and to be a Supernova through music now!

No matter you like Pop or Hip hop, R&B or folk, just pick your favorite songs from millions of songs, sing along with the high quality backing music and rolling lyrics, edit your recordings with a selection of voice effects and video filters, and share to social platforms like Whatsapp, Facebook, Instagram, Twitter, Snapchat and more.

You can also duet with top artists and sing together with a group of friends, or go Live to broadcast your music concerts and win likes and fans like a super star!

🎵POPULAR RINGTONES
So you want a super hit ringtone but don’t know where to start? Enjoy the download free mobile ringtones on StarMaker and personalize your phone call ringtone from the high-quality song collections.

StarMaker offers millions of free ringtones for your phone. Explore our popular ringtones free section. There you can sing, edit and get the unique and most listened to popular ringtones in 2021. Since it includes not only your own songs, your duets (with friends, family, singers or stars) and other users' work, but also almost all of the hot songs on social medias, this can be your source to find the best special ringtones for free.

Join the hundreds of millions of people who already downloaded this highly popular ringtone personalization platform. One of the largest collections of unique and popular ringtones ever is now available in your pocket!

We have added a bunch of new features for a better singing experience! Such as:
🎤 Pick your favorite songs and latest hits from millions of local and international songs.
🎤 Record your karaoke recordings with various voice effects like Distant, Warm, Vinyl, Party, Fascinating etc.
🎤 Edit your selfie music videos with beautiful filters like Vintage, Paris, Sunset, Urban, Spring etc.
🎤 Use Pitch correction to make you sound like a pro singer.
🎤 ‘Hook’ allows you to sing the best part of your favorite songs! Duet with top artists or friends, make a recording together!
🎤 Go Live to broadcast your singing, hold your own concerts or just enjoy others'.
🎤 Join a ‘Family’ community to play with other music lovers who share the same tastes with you, Like,Comment and Gift to find kindred spirit through music!


Pick from all the hit songs now Including:
+ Stuck With U – Ariana Grande & Justin Bieber
+ Someone You Loved - Lewis Capaldi
+ Lost Boy - Ruth B
+ Dance Monkey - TONES AND I
+ All of Me (Remix) - John Legend
+ Señorita - Shawn Mendes & Camila Cabello
+ Let It Go - Idina Menzel
+ One Call Away - Charlie Puth
+ Bad Guy - Billie Eilish
+ Perfect - Ed Sheeran
+ Love Me Like You Do - Ellie Goulding
+ Shape Of You - Ed Sheeran

Like us on Facebook
https://www.facebook.com/starmaker
Follow us on Instagram
https://www.instagram.com/starmaker_app
Subscribe to our YouTube Channel
https://www.youtube.com/user/StarMakerNetwork",Teen,"2,668,284",Install,4.5,3,6759
com.musixmatch.android.lyrify,Musixmatch - Lyrics for your music,Musixmatch,Music & Audio,"Musixmatch is the world’s largest collection of song lyrics used by millions of people to get instant time synced lyrics for Youtube, Spotify, Pandora and more.
You can also now use it to get song translations on the go.

KEY FEATURES:

Musixmatch lets you:

• Enjoy song lyrics with music from Spotify, Youtube, Pandora, Apple Music, SoundCloud, Google Play Music and all your other favourite streaming services
• Tap on the real- time notification to display the Floating Lyrics widget and get the current track’s lyrics
• Easily learn new languages by displaying the translation of the lyrics, in time with music.
• Identify and get the lyrics to any song that’s playing around you with one tap
• Search for your favourite song by title, artist and even just using a single line of the lyrics

*Playback of previews or Spotify songs may be limited for some songs based on country restrictions.

ADDITIONAL FEATURES

With Musixmatch you can also:

• Use the smart seek to find your favourite lyrics by easily skipping through a song using the progress bar
• Share your favourite song lyrics on amazing backgrounds with the LyricsCard feature
• Play Youtube videos in full screen, on landscape mode, to enjoy the FloatingLyrics fully integrated with the video
• Play, pause, skip track from your lock screen
• Get notified instantly when new lyrics from your favourite artists are available
• Quickly and easily find all your favorites on your profile
• Preview songs or watch their Youtube videos
• Collect your identified songs in a Spotify playlist
• Join our Community so you can submit all your favourite lyrics, put them in time with music and even have fun translating them
• Fetch song info and cover art for your songs.

WEARABLES & TV STREAMING

• Musixmatch is available on your Android Wear devices
• Enjoy Musixmatch at home casting local music and lyrics to your TV with Chromecast

MUSIXMATCH PREMIUM FEATURES

Party mode - sing along to any song with word by word syncing and beautiful themes.
Offline lyrics - enjoy all the lyrics you have viewed without a connection.
No ads - get all the lyrics with no ads.
No commitment - cancel any time you like.

GET STARTED

Not sure where to start?
Be sure to have enabled the FloatingLyrics and let Musixmatch find lyrics for your songs on Spotify, Pandora, Play music, YouTube, SoundCloud and more.

COMMUNITY

Love Musixmatch? Don’t miss our updates:

Musixmatch Blog: https://blog.musixmatch.com/
Facebook: https://www.facebook.com/musixmatch
Twitter: https://twitter.com/Musixmatch
Instagram: https://www.instagram.com/musixmatch/
Spotify: https://open.spotify.com/user/musixmatch

PROBLEMS? FEEDBACK?

We love receiving your feedback, they help us to improve Musixmatch.
Reach us: on Twitter: @musixmatch or via email
Visit our Support: https://support.musixmatch.com

REVIEWS AND HONORS

Awarded in Android Excellence Apps 2018
The best Music Player as for AndroidPolice, Android Authority and The Next Web
""Best Apps 2014 and 2015"" selection on Google Play Store
+50M people enjoying their music with the power of lyrics
Google Play Editor Choice with +1,2M 5 stars reviews

PERMISSIONS

*We only ask for the permissions we need for the app to be at its best.
Musixmatch requests the ""Notification access"" permission only to listen for music.",Teen,"2,079,405",Install,4.4,4,6274
